//粤联频道数据收集自网络上的分享260215开通IPV6
新闻HU22,#genre#
【雍正王朝】历史巨作,https://www.goodiptv.club/yy/1462895099$good
变形金刚4、5,https://www.goodiptv.club/yy/1354658064$good
国外院线动作大片,https://www.goodiptv.club/yy/1382735570$good
【粤配动漫】,https://www.goodiptv.club/yy/1356262523$good
金星脱口秀-爆笑回归,https://www.goodiptv.club/yy/1382749951$good
国内动作电影,https://www.goodiptv.club/yy/1382745176$good
催眠视频合集,https://www.goodiptv.club/yy/1354936178$good
超精彩武打场景,https://www.goodiptv.club/yy/1354936131$good
我是特种兵利刃出鞘,https://www.goodiptv.club/yy/1354127609$good
战争大片,https://www.goodiptv.club/yy/1382735556$good
希魔撞正杀人狂,https://www.goodiptv.club/yy/1382736903$good
爱丽丝梦游仙境,https://www.goodiptv.club/yy/1354931585$good
动漫,https://www.goodiptv.club/yy/1382788679$good
内部测试频道请勿封禁,https://www.goodiptv.club/yy/1352488363$good
百家讲坛――之明太祖朱元璋,https://www.goodiptv.club/yy/1354936149$good
港片鬼片老电影,https://www.goodiptv.club/yy/1355269576$good
犬夜叉,https://www.goodiptv.club/yy/1509038705$good
狂飙2,https://www.goodiptv.club/yy/1456622512$good
【康熙王朝】,https://www.goodiptv.club/yy/37033366$good
鲨卷风：鲨鱼市区作乱,https://www.goodiptv.club/yy/1382736851$good
胡歌不见不散,https://www.goodiptv.club/yy/1356355983$good
奥斯卡战争大片,https://www.goodiptv.club/yy/1354932397$good
的直播间,https://www.goodiptv.club/yy/1354129442$good
荒诞喜剧！钢的琴,https://www.goodiptv.club/yy/1382736886$good
电影,https://www.goodiptv.club/yy/1351496216$good
超体：高分科幻片,https://www.goodiptv.club/yy/1354936116$good
亲爱的味道：美食轻喜剧,https://www.goodiptv.club/yy/1382735561$good
丫鬟大联盟！笑个不停,https://www.goodiptv.club/yy/1382749913$good
【红球】不扯蛋,https://www.goodiptv.club/yy/1355084841$good
【小星星】斗罗斗破精彩动,https://www.goodiptv.club/yy/1356362808$good
我要成为贫民巨星！-全集,https://www.goodiptv.club/yy/1382744423$good
每走一步都要小心翼翼,https://www.goodiptv.club/yy/1354936199$good
我到家啦,https://www.goodiptv.club/yy/1382851468$good
狂飙老莫请你吃鱼,https://www.goodiptv.club/yy/1382881866$good
的士速递全季—爆笑犯罪大片,https://www.goodiptv.club/yy/1382749910$good
精彩影视轮番上映,https://www.goodiptv.club/yy/1355336008$good
2012：世界末日,https://www.goodiptv.club/yy/1382736836$good
深山吃货：云南臭菜你吃过吗？,https://www.goodiptv.club/yy/1382745122$good
本山小品 过年,https://www.goodiptv.club/yy/1382881708$good
施公奇案2-欧阳震华,https://www.goodiptv.club/yy/1382736824$good
一城一味（舌尖姐妹篇）,https://www.goodiptv.club/yy/1382745179$good
国内喜剧电影合集,https://www.goodiptv.club/yy/1382851137$good
买车前看一看 不然血亏,https://www.goodiptv.club/yy/1349602814$good
悦悦电影,https://www.goodiptv.club/yy/1351537467$good
呵呵❤正在直播,https://www.goodiptv.club/yy/1382828963$good
今生是第一次：高分韩剧,https://www.goodiptv.club/yy/1382745190$good
征服,https://www.goodiptv.club/yy/1461655788$good
你看与不看我都在,https://www.goodiptv.club/yy/1353422557$good
非遗真人秀？向往的国潮,https://www.goodiptv.club/yy/1382749953$good
男生女生向前冲,https://www.goodiptv.club/yy/1354930957$good
狂飙,https://www.goodiptv.club/yy/1509095132$good
失忆24小时：绑架失踪案,https://www.goodiptv.club/yy/1382749890$good
永远一家人：厂长夫人摆地摊,https://www.goodiptv.club/yy/1382736873$good
打狗棍,https://www.goodiptv.club/yy/1507519895$good
盗梦空间！悬疑烧脑！,https://www.goodiptv.club/yy/1354930903$good
我比你更懂车 你偏不信,https://www.goodiptv.club/yy/85042287$good
动画剧集电影-原声粤语国,https://www.goodiptv.club/yy/1382859239$good
少林寺传奇,https://www.goodiptv.club/yy/1356338181$good
经典影视,https://www.goodiptv.club/yy/1356364732$good
筱威回来了,https://www.goodiptv.club/yy/37347905$good

// https://live.metshop.top/yy/

侦探悬疑,https://live.metshop.top/yy/1382735543$met
TVB经典—九江十二坊,https://live.metshop.top/yy/1382735566$met
十诫—外国影史里程碑,https://live.metshop.top/yy/1354930945$met
修牛蹄,https://live.metshop.top/yy/1353413683$met
你爱看的国内战争大片合集,https://live.metshop.top/yy/1354936160$met
美国超级英雄电影系列,https://live.metshop.top/yy/1354933556$met
霍比特人电影系列,https://live.metshop.top/yy/1354930967$met
喜剧大片—篮球冠军,https://live.metshop.top/yy/1382749906$met
特种兵归来4,https://live.metshop.top/yy/1382736896$met
科幻电影,https://live.metshop.top/yy/1355065896$met
纪录片封神,https://live.metshop.top/yy/1382736825$met
飞虎之潜行极战,https://live.metshop.top/yy/1354932420$met
影视剧-林深见鹿,https://live.metshop.top/yy/1345494225$met
功夫婆媳-家庭剧,https://live.metshop.top/yy/1382736883$met
风靡全球的谍战片,https://live.metshop.top/yy/1382736817$met
007系列大片,https://live.metshop.top/yy/1382736897$met
超炫科幻大片,https://live.metshop.top/yy/1382736840$met
火线追凶,https://live.metshop.top/yy/1382745090$met
速度与激情,https://live.metshop.top/yy/1382749892$met
敢死队,https://live.metshop.top/yy/1382735573$met
国外战争,https://live.metshop.top/yy/1382736857$met
行动与枪战,https://live.metshop.top/yy/29170933$met
顶级动作,https://live.metshop.top/yy/24923327$met
暮光之城,https://live.metshop.top/yy/1354930181$met
变形金刚,https://live.metshop.top/yy/1382736803$met
金三角大营救,https://live.metshop.top/yy/1354930924$met
致命守护者,https://live.metshop.top/yy/1382745095$met
沙海,https://live.metshop.top/yy/1355171357$met
恐怖电影,https://live.metshop.top/yy/24066336$met
外国科幻,https://live.metshop.top/yy/1382747628$met
漫威十年,https://live.metshop.top/yy/1354930233$met
科幻Sci-Fi,https://live.metshop.top/yy/1354930209$met
史诗级战争,https://live.metshop.top/yy/1382745092$met
港剧动作,https://live.metshop.top/yy/1382736809$met
成龙系列,https://live.metshop.top/yy/1354888751$met

自然教育,#genre#

CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN纪录,http://m.061899.xyz/mg/cgtnjl$mg
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
CGTN纪录,http://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
CGTN纪录,http://news.cgtn.com/resource/live/document/cgtn-doc.m3u8$news
CGTN纪录,https://0472.org/hls/cgtnd.m3u8

动物星球,http://61.221.215.25:8800/hls/57/index.m3u8$61

WildEarth,https://wildearth-plex.amagi.tv/masterR1080p.m3u8$wild#https://dqga3jatxofgx.cloudfront.net/WildEarth.m3u8

BBCEarth,https://amg00793-amg00793c6-xumo-us-2669.playouts.now.amagi.tv/BBCStudios-BBCEarthA-hls/playlist1080p.m3u8#https://amg00793-amg00793c6-xumo-us-2669.playouts.now.amagi.tv/BBCStudios-BBCEarthA-hls/playlist.m3u8

RT纪录片,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8

History,https://amg00841-amg00841c7-rakuten-uk-2820.playouts.now.amagi.tv/ts-us-e2-n2/playlist/amg00841-aeemeafast-historyhuntersrakuten-rakutenuk/cb423e4f7b7b6fdccb993e6cd3f011a0d10e688b5534d23f3aaa76da089e5500d9e0a0dce855ef7844f8468035552a124d19af09df7c1fc7d56acf086a7a137f8ad0b47fc0896349f2845a4d7fe1014715e10b16d73b502499a13120b1109935451fe1026b161588be02f26f42b6d848d4227c94acd965277d445f815d4d86f108f2bdb84240db6bbfb21a58e07b12f88346cdca1ca580ca5b8c578277f745cec7f38cce46d381967ea856e464440021259dcd2ac5cd5be58d9c383f9d227974213f9ecb1255d35efc25766fba92feb16ceb16cac916956123be13ea37ee52a44adac4237c2cdac095d0505531e4e5566435a9e6a1f09b7f53ef2393a6985eb6873db6945a67b0f5eba1eec384c56b5eebe21893a42a86b5263e30c992449c9288248eda9067933fc3cbf89972170033444ab154ac9e62cc3a9d569c8e4271121d1fedad5ccad08d05707a19d2c91ef5030bb5debc86dd2532de2f4e09bf2e8a0d4524e71c5851c961b99635678c662d803636f41175a34aeeb721f0e88ab15275e590970caf2fdcb40cd3e40be6386f0e4ce0a46c7a414b3281ba32436037930bb4a1bf8b1d3e09e2f3c2e9d31369574b707c38cbb3b73ecbf48f43743bc850346f671f118276bf44d6035b0f3dc618c7d667518101246dabe70854546899dfa2c3e0f2cf57be6bdcdff75b796bb90222a7be8d0869bb78de63b9f27f79018987c8936451/60/960x540_3043040/index.m3u8

吉林纪录,http://lsfb.avap.jilintv.cn/zqvk7vpj/channel/da805d8d77a24db8aaa62328eb6d874e/index.m3u8

CETV1,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub$gslb
CETV2,http://38.75.136.137:98/gslb/dsdqpub/cetv2.m3u8?auth=testpub$gslb
CETV3,http://38.75.136.137:98/gslb/dsdqpub/cetv3.m3u8?auth=testpub$gslb
CETV4,http://38.75.136.137:98/gslb/dsdqpub/cetv4.m3u8?auth=testpub$gslb

CETV4,http://107.150.60.122/live/cetv4.m3u8$堪萨斯
CETV4,http://m.061899.xyz/mg/cetv4$mg
CETV4,http://111.56.90.5/000000000000/1000000005000025333/1.m3u8$呼移


世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub$gslb
世界地理,http://111.61.236.247:9081/hls/62/index.m3u8$廊坊移

发现之旅,http://cdn6.bkpcp.top/tl/tuiliu.php?id=fxzl$cdn6
东方新纪实,http://cdn6.bkpcp.top/tl/tuiliu.php?id=xjs$cdn6
CETV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cetv1$cdn6
CETV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cetv2$cdn6
东方新纪实,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8$bp
发现之旅,http://go.bkpcp.top/mg/fxzl$go#
发现之旅,http://m.061899.xyz/mg/fxzl$mg

金鹰纪实,http://113.241.133.223:9901/tsfile/live/1007_1.m3u8$湘西信
金鹰纪实,http://hmfs.f3322.net:3388/hls/39/index.m3u8$茂名信
世界地理,http://hmfs.f3322.net:3388/hls/28/index.m3u8$茂名信

东方新纪实,http://m.061899.xyz/mg/xjs$mg

文物宝库,https://dxtx.hntv.tv/live/wwbk.m3u8?txSecret=317b89626134fd6bea6e129455b5ff18&txTime=7C4C635C&wsSecret=c73fa7f1a30e79c64b9b91e0b462cc76&wsTime=1771351141$dxtx
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk$hntv

国学频道,http://yjj888.f3322.net:9901/tsfile/live/1030_1.m3u8$安阳联
国学频道,rtmp://rtmp.tv.stream3.hndt.com/tv/647f9277018410008cf925e200000000?wsSecret=9a23316ee66e918684e097f&wsSecret=202168a869cde2c97c19bc738d057b26&wsTime=1758556819#http://38.75.136.137:98/gslb/dsdqpub/gxpd.m3u8?auth=testpub$gslb
国学频道,rtmp://rtmp.tv.stream3.hndt.com/tv/647f9277018410008cf925e200000000?wsSecret=9a23316ee66e918684e097f&wsSecret=f4ba482a205ea40f8b3ebc6d1de3f6fc&wsTime=1758945610

fashionBOX,http://80.94.54.42/fashiontv/stream/playlist.m3u8#http://lb.streaming.sk/fashiontv/stream/playlist.m3u8#http://91.247.68.229:8000/play/Fashion/index.m3u8

北京纪实科教,http://m.061899.xyz/mg/bjjs$mg#http://38.75.136.137:98/gslb/dsdqpub/btv3.m3u8?auth=testpub$gslb
金鹰纪实,http://nn.7x9d.cn/地方台8563/湖南2.php?id=316
茶频道,http://nn.7x9d.cn/地方台8563/湖南2.php?id=578

快乐垂钓,http://8.138.7.223/tv/mgtv.php?id=218$mugu#http://nn.7x9d.cn/地方台8563/湖南2.php?id=218
真实历史,https://linear-188.frequency.stream/dist/glewedtv/188/hls/master/playlist_1280x720.m3u8

CGTN纪录,http://t.061899.xyz/tl/dq.php?id=cgtnjl$618
四海钓鱼,http://t.061899.xyz/tl/dq.php?id=shdy$618

环球旅游,http://gslbmgsplive.miguvideo.com/migu/kailu/hqly/51/20250915/index.m3u8?msisdn=202510171600505867851441464864afe140b8ffef79db&mdspid=&spid=600697&netType=0&sid=5910022200&pid=2028597139&timestamp=20251017160050&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=958475356&ParentNodeID=-99&assertID=5910022200&client_ip=106.13.250.90&SecurityKey=20251017160050&promotionId=&mvid=5900006723&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=fa59cdf8a63653f23130f54f7380b118&ddCalcu=8f1ae151b980c08d3f78fa4653f605331f32$gslb

CEC文化,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8$官方源
CEC旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8$官方源
CEC教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8$官方源
CEC健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8$官方源

世界地理,http://107.150.60.122/live/sjdl.m3u8$堪萨斯
发现之旅,http://107.150.60.122/live/fxzl.m3u8$堪萨斯
CETV2,http://107.150.60.122/live/cetv2.m3u8$堪萨斯
CETV3,http://107.150.60.122/live/cetv3.m3u8$堪萨斯
国学频道,http://107.150.60.122/live/gxpd.m3u8$堪萨斯

乐游频道,http://111.56.90.5/000000000000/5000000011000031112/1.m3u8$呼移
CETV1,http://111.56.90.5/000000000000/5000000002000002652/1.m3u8$呼移
CETV2,http://111.56.90.5/000000000000/1000000005000266004/1.m3u8$呼移
金色学堂,http://111.56.90.5/000000000000/5000000010000026105/1.m3u8$呼移

北京纪实科教,http://114.241.111.4:85/tsfile/live/18/1018_1.m3u8?key=txiptv$大兴联

山东教育,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8$test1

人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
飞碟之谜01,https:/hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8

世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl$密苏里
发现之旅,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fxzl$密苏里
CETV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv1$密苏里
CETV2,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv2$密苏里
CETV3,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv3$密苏里
国学频道,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gxpd$密苏里

北京纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8$北广
世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8$北广
发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8$北广
CETV1,http://120.76.248.139/live/bfgd/4200000135.m3u8$北广
CETV2,http://120.76.248.139/live/bfgd/4200000492.m3u8$北广
山东教育,http://120.76.248.139/live/bfgd/4200000112.m3u8$北广
国学频道,http://120.76.248.139/live/bfgd/4200000169.m3u8$北广
书画频道,http://120.76.248.139/live/bfgd/4200000180.m3u8$北广
茶频道,http://120.76.248.139/live/bfgd/4200000181.m3u8$北广
重庆汽摩,http://120.76.248.139/live/bfgd/4200000168.m3u8$北广
中华特产,http://120.76.248.139/live/bfgd/4200000158.m3u8$北广
环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8$北广
快乐垂钓,http://120.76.248.139/live/bfgd/4200000228.m3u8$北广

WorldWar,https://aenetworks-worldwartv-rakuten.amagi.tv/playlist.m3u8

地市频道,#genre#

广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8#https://tencentplaywebsite.gztv.com/live/xinwen.m3u8?txSecret=ad545f61bf0e2389628eaf71279d9662&txTime=192a274ca1d#https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=0901a0ee80ee6b60f0731399e0de6c5d&txTime=191825f0639#http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州法治,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8#http://php.jdshipin.com:8880/gztv.php?id=fazhi#https://tencentplaywebsite.gztv.com/live/fazhi.m3u8?txSecret=8b605b749354f01e14dfa75d625bd011&txTime=192a274ca1d#https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=6d133e82b12055c11f9d50dab61aeb9d&txTime=19182c08de9
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=2debb202362deb8fe12548e796d6ae45&txTime=192a274ca1d#https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=234cace79a853922dd89c29a3823c470&txTime=191825e8b1d
广州影视,https://tencentplaywebsite.gztv.com/live/yingshi.m3u8?txSecret=57ef3be145b235907d0e5d1af86e485a&txTime=192a274ca1d#https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=d21675d873711660e1d3dfb8df430d78&txTime=19182b7e615#http://php.jdshipin.com:8880/gztv.php?id=yingshi

广东新闻,http://116.76.254.170:44330/tsfile/live/1002_1.m3u8$天威16
广东民生,http://116.76.254.170:44330/tsfile/live/1001_1.m3u8$天威16
深圳都市,http://116.76.254.170:44330/tsfile/live/1014_1.m3u8$天威16
深圳电视剧,http://116.76.254.170:44330/tsfile/live/1015_1.m3u8$天威16

南国都市,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8#https://tencentplaywebsite.gztv.com/live/nanguodushi.m3u8?txSecret=6332a877c5f4cd0bee7b40bbed1983f8&txTime=192a274ca1d#https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=7a9302751803950aa7bee6994f477b11&txTime=19182c0a3f6#http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4&replay=1&days=7#http://php.jdshipin.com:8880/gztv.php?id=shenghuo#https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7&replay=1&days=7

东莞新闻,http://stream.sun0769.com/dgrtv1/mp4tv1_1500.flv#https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8?channel=1&t=1729302895&ttl=3600&key=1f2a26fb77ea41b518b07ee6f5c05d5c#https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
东莞生活,http://stream.sun0769.com/dgrtv1/mp4tv2_1500.flv#https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8?channel=1&t=1729302911&ttl=3600&key=34750ffbb78df18ea252645a34bbeae2#https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8#http://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
东莞新闻,http://tp88.cn/IPTV/guangdong/dgtv.php?id=xwzh
东莞生活,http://php.jdshipin.com:8880/0769.php?id=shzx$php
东莞新闻,http://php.jdshipin.com:8880/0769.php?id=xwzh$php

广东新闻,http://hmfs.f3322.net:3388/hls/15/index.m3u8$茂名信
广东珠江,http://hmfs.f3322.net:3388/hls/7/index.m3u8$茂名信
广东经济,http://hmfs.f3322.net:3388/hls/12/index.m3u8$茂名信
大湾区卫视,http://hmfs.f3322.net:3388/hls/13/index.m3u8$茂名信
广东影视,http://hmfs.f3322.net:3388/hls/14/index.m3u8$茂名信

开封新闻,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
开封旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
开封旅游,http://live.dxhmt.cn:9081/tv/10200-3.m3u8

河南都市,http://yjj888.f3322.net:9901/tsfile/live/1037_1.m3u8$安阳联
河南民生,http://yjj888.f3322.net:9901/tsfile/live/1043_1.m3u8$安阳联
河南法治,http://yjj888.f3322.net:9901/tsfile/live/1039_1.m3u8$安阳联
河南公共,http://yjj888.f3322.net:9901/tsfile/live/1044_1.m3u8$安阳联
河南乡村,http://yjj888.f3322.net:9901/tsfile/live/1015_1.m3u8$安阳联
河南电视剧,http://yjj888.f3322.net:9901/tsfile/live/1040_1.m3u8$安阳联
移动戏曲,http://yjj888.f3322.net:9901/tsfile/live/1041_1.m3u8$安阳联

河南新闻,http://zmgd.zyrnet.com:8888/hls/25/index.m3u8$中牟移
河南都市,http://zmgd.zyrnet.com:8888/hls/21/index.m3u8$中牟移
河南民生,http://zmgd.zyrnet.com:8888/hls/22/index.m3u8$中牟移
河南法治,http://zmgd.zyrnet.com:8888/hls/23/index.m3u8$中牟移
河南公共,http://zmgd.zyrnet.com:8888/hls/27/index.m3u8$中牟移
河南乡村,http://zmgd.zyrnet.com:8888/hls/28/index.m3u8$中牟移
河南电视剧,http://zmgd.zyrnet.com:8888/hls/24/index.m3u8$中牟移
梨园频道,http://zmgd.zyrnet.com:8888/hls/75/index.m3u8$中牟移#http://zmgd.zyrnet.com:8888/hls/113/index.m3u8$中牟移

梨园频道,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=32a6ff15556f9978c346821e818652cb&wsTime=1771351141$dxtx
睛彩中原,https://dxtx.hntv.tv/live/jczy.m3u8?txSecret=e785008e49564e5e738439b4dd2ae68e&txTime=7C4C6207&wsSecret=61b91071a27e8ba91e034a543c8f3e3e&wsTime=1771351141$dxtx

象视界,http://1.94.31.214/php/hntv.php?id=xsj$hntv
梨园频道,http://1.94.31.214/php/hntv.php?id=hnly$hntv
梨园戏曲,http://1.94.31.214/php/hntv.php?id=hnly$hntv
河南曲艺,http://1.94.31.214/php/hntv.php?id=jczy$hntv
戏剧影视,http://xatv-yt.xiancity.cn/live/4/index.m3u8$xatv

移动戏曲,http://live.dxhmt.cn:9080/19903718786/a9aab4c5eef74da18d684c75c6dd7e10.m3u8#https://dxtx.hntv.tv/live/ydxq.m3u8?txSecret=caad41b421fdab7fa0dfbaf96f59f9f0&txTime=7B2E515F&wsSecret=22c7743616983370c506332d5d034851&wsTime=1764835229

小品汇,#genre#

本山小品,http://222.186.39.21:35466/douyu/9817716$222
吐槽大会,http://222.186.39.21:35466/douyu/9236042$222
辽宁小品,http://222.186.39.21:35466/douyu/9322175$222
宋小宝小品,http://222.186.39.21:35466/douyu/9817729$222
相声小品,http://222.186.39.21:35466/douyu/9273031$222
贾玲小品,http://222.186.39.21:35466/douyu/10419541$222
相声小品,http://222.186.39.21:35466/douyu/9286868$222
经典小品,http://222.186.39.21:35466/douyu/9067836$222

本山小品,hhttps://live.ottiptv.cc/douyu/9817716$cc
吐槽大会,hhttps://live.ottiptv.cc/douyu/9236042$cc
辽宁小品,hhttps://live.ottiptv.cc/douyu/9322175$cc
宋小宝小品,hhttps://live.ottiptv.cc/douyu/9817729$cc
相声小品,hhttps://live.ottiptv.cc/douyu/9273031$cc
贾玲小品,hhttps://live.ottiptv.cc/douyu/10419541$cc
相声小品,hhhttps://live.ottiptv.cc/douyu/9286868$cc
经典小品,hhttps://live.ottiptv.cc/douyu/9067836$cc

本山快乐营2,https://www.goodiptv.club/yy/1382736718$good
赵本山《超清版》,https://www.goodiptv.club/yy/1382683959$good
宋小宝小品合集,https://www.goodiptv.club/yy/1354931577$good
小沈阳春晚小品,https://www.goodiptv.club/yy/1382749941$good
贾玲春晚小品,https://www.goodiptv.club/yy/1382736720$good
你最爱的宋小宝,https://www.goodiptv.club/yy/1354936198$good
冯巩 牛群,https://www.goodiptv.club/yy/1382851476$good
小宝让你乐翻天：6到9集,https://www.goodiptv.club/yy/1354930971$good
宋小宝春晚小品合集,https://www.goodiptv.club/yy/1382736866$good
本山快乐营1,https://www.goodiptv.club/yy/1354936209$good
巩汉林小品合集,https://www.goodiptv.club/yy/1354889035$good
本山快乐营,https://www.goodiptv.club/yy/1354930948$good
赵本山爆笑小品2,https://www.goodiptv.club/yy/1354936217$good
本山快乐营,https://www.goodiptv.club/yy/1382736852$good
相声搜,https://www.goodiptv.club/yy/34025318$good
怀旧小品,https://www.goodiptv.club/yy/1382736821$good

吃面,https://vd3.bdstatic.com/mda-kihjn2cq7103ivig/v1-cae/hd/mda-kihjn2cq7103ivig.mp4
非诚来扰,https://vd3.bdstatic.com/mda-jk4sx2ggq7u355d6/hd/mda-jk4sx2ggq7u355d6.mp4
幸福密码,https://vd3.bdstatic.com/mda-kj9ispnax8gpirkf/hd/mda-kj9ispnax8gpirkf.mp4
狭路相逢,https://vd3.bdstatic.com/mda-kanfj7h320ueqgkg/v1-cae/hd/mda-kanfj7h320ueqgkg.mp4
最佳酒友,https://vd3.bdstatic.com/mda-jheqyidz841gwxpy/hd/mda-jheqyidz841gwxpy.mp4
整容归来,https://vd3.bdstatic.com/mda-ji1xe9cmasuh0722/hd/mda-ji1xe9cmasuh0722.mp4
老王卖瓜,https://vd3.bdstatic.com/mda-jkrk9bk95f9utr9r/hd/mda-jkrk9bk95f9utr9r.mp4
策划,https://vd3.bdstatic.com/mda-ki60ag5ub193axs9/hd/mda-ki60ag5ub193axs9.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
不差钱,https://vdse.bdstatic.com//769f31778a85f33825c44a9b0c70ac37.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T10%3A24%3A57Z%2F-1%2Fhost%2F9d4a74ab09dc18c2f4d9b0b8f77c621471a15359ec3b77c186f51611f4712005
就差钱,https://vdse.bdstatic.com//812d49e751aa31530ec39debfe54a359.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-14T08%3A49%3A09Z%2F-1%2Fhost%2Fa58bdb86d23b53b6909e8e19d85dad9fed3adeba4a664a22eef9a7d32ac2486a
昨天今天明天,https://vd3.bdstatic.com/mda-ia4xz7n2s4hxbhby/logo/hd/mda-ia4xz7n2s4hxbhby.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
捐助,https://vd3.bdstatic.com/mda-jaqz8g17b9cvryks/hd/mda-jaqz8g17b9cvryks.mp4?pd=19&vt=1
捐助,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c5tjfhbc77u4qkcelf80&ratio=720p&line=0
捐助后传,https://vd3.bdstatic.com/mda-kbsrpz9zmbbvznjw/hd/mda-kbsrpz9zmbbvznjw.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
小崔说事,https://vdse.bdstatic.com//2f54cd59170279f94c5b354179bda8c0.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-12T04%3A47%3A48Z%2F-1%2Fhost%2Fc0d35c8c0a00af3226ac1bc3a1510c1474d8054a30290740da4a2d567924f779
小崔说事儿,https://vdse.bdstatic.com//0881642336164cb448c0d8addd2d22a6.mp4?authorization=bce-auth-v1/40f207e648424f47b2e3dfbb1014b1a5/2022-05-28T07:29:10Z/-1/host/4c290e67925bf7954af616c290b337b52a840355f1184f78619d696a5da5c0bb
中奖了,https://vd3.bdstatic.com/mda-kmkh9zy2b3gnx4bq/mda-kmkh9zy2b3gnx4bq.mp4?pd=19&vt=1
功夫,https://vd3.bdstatic.com/mda-mjn3rmcivntas8ez/hd/cae_h264_nowatermark/1635016788091110865/mda-mjn3rmcivntas8ez.mp4?pd=19&vt=1
